1,1442046070881,0,0,1,0,off-topic,1442046070881,136,1,@Jay1972Jay Nope. Mid 80's. It's off Metallica's 2nd album Ride The Lightning.  84 I believe.
2,1442046070917,0,1,1,0,off-topic,36,115,6,and is usually viewed in a #heroic light, recent events notwithstanding.
3,1442046071568,0,0,1,0,off-topic,651,114,54,Wed 16:00: Partly cloudy. Risk of a thunderstorm this evening. Low 10.
4,1442046071757,0,0,1,0,off-topic,189,183,56,Need a stress relief sweat? http://t.co/fkKK50QfD8 for a great 200-500 too challenge. You decide what you are up to! http://t.co/Ir8UGIKIh6
5,1442046071759,1,0,1,0,on-topic,2,153,58,Jamesons &amp; Rolling Rock with Darren, Tommy #albertaflood (@ Ship &amp; Anchor Pub) http://t.co/SD3ik2ZpHw
6,1442046071759,0,0,1,0,off-topic,0,182,63,@HuffingtonPost: The gut-wrenchingly tragic outcome of one couple and their struggle to accept their gay son http://t.co/wxOKSvQmvo Aww :(
7,1442046071761,1,0,1,0,on-topic,2,108,14,@Crackmacs same seems like 1/2 of#yyc is shut down.... #yycflood
8,1442046071761,1,0,1,0,on-topic,0,165,18,Supreme bug protection. Cooking for a house full of refugees. #floodageddon @ Dunne/Turk Household http://t.co/jMvHHe5xZF
9,1442046071762,1,0,1,0,on-topic,1,120,21,Lies Okotoks tells itself... The river only floods once every hundred years.
10,1442046071762,1,0,1,0,on-topic,0,170,3,@NelsonTagoona so glad that you missed the floods and saw our sunny side last Monday as we Honoured Mother Earth @ShelleyLarose
11,1442046071763,1,0,1,0,on-topic,1,188,11,@LiseMouskaal 17th Avenue is flooded from McLeod Trail &amp; west to Centre Street. I believe McLeod is flooded from 25th Ave all the way to 3rd
12,1442046071763,0,0,1,0,off-topic,0,182,34,Some kinda allergies my face is red and itchy!! #wtf #yyc I want my #islandnights back. It might rain at home but it doesn't do this shiet
13,1442046071944,0,0,1,0,off-topic,181,81,35,Great, Han said. We'll come with you.
14,1442046071944,0,0,1,0,off-topic,0,181,36,RT @CondescendTorts: Do the Sedin's even fucking know what blocking a shot is? Yes! They've been defending @strombone1 doing it for years
15,1442046071945,0,0,1,0,off-topic,1,83,37,@niqr_ i had 2 exams for this semester.
16,1442046071945,0,0,1,0,off-topic,0,170,38,Every time I turn around, this place looks more and more like a Dexter kill room. @ Rocketfuel Games HQ http://t.co/NYk8cIShBC
17,1442046071951,0,0,1,0,off-topic,6,81,39,Red velvet cake is gross  never again
18,1442046071952,0,0,1,0,off-topic,1,102,40,I'm at Princess Auto (Edmonton, AB) http://t.co/PX0BPH06Dp
19,1442046071952,0,0,1,0,off-topic,0,136,41,#Skywire was boring, what was exciting was when Rodman went off the cliff &amp; KO'd himself
20,1442046071953,0,1,1,0,off-topic,1,172,42,Make sure to checkout the most epic pop-up party in #yyc right now! #Back2theBeltine until 10 p.m. tonight #VicParkYYC #Beltline
21,1442046071954,0,1,1,0,off-topic,1,162,43,see the first hints of a budding romance when it was happening right under his nose. Ben would deny it, of course, but
22,1442046071955,0,0,1,0,off-topic,1,165,44,Isolder walked down a row of #Wookiees, all intent upon the jumble of small metal parts on the tables before them. The fu
