1,1434450282565,0,1,1,0,off-topic,1434450282565,129,37,@jackmackenroth: I'm bored so I'm gonna go outside and get a blow job #HurricaneSandy
2,1434450282756,1,0,1,0,on-topic,191,170,39,Stop with this silly snow hoax. We all know this is a global warming hurricane... @slackadjuster @severestudios @reedtimmerTVN
3,1434450282757,1,1,1,1,on-topic,1,173,26,@newscaster we are 5 blocks from the water. First two blocks were evacuated. Sounds like a train just went by. Stay safe! Thanks.
4,1434450282757,1,1,1,1,on-topic,0,104,22,By 11am it's going to be 100% chance of rain #HurricaneSandy
5,1434450282757,1,1,1,1,on-topic,0,105,11,Already flooded so much #SANDY @ Hoboken http://t.co/MPhft4a8
6,1434450282758,1,1,1,1,on-topic,1,137,47,When the lights in the elevator you're in go out and you're stuck in darkness #hurricanesandy
7,1434450282758,1,0,1,0,on-topic,0,188,33,@marcushasfun- u were a guest star in my dream last night, &amp; 2day I noticed Marcus Garvey Park on a NYC #hurricane map! http://t.co/LQ2Kpif0
8,1434450282758,0,0,1,0,off-topic,0,130,16,RT @FrankIero: Droplets of water is literally falling from the sky. #FrankenstormLIVE!
9,1434450282759,1,0,1,0,on-topic,1,172,6,Neighborly duties. @Cory_Kennedy arrives to the rescue sporting some spelunking equipment #sandy @ 300 Squad http://t.co/QbpGdm3w
10,1434450282759,0,0,1,0,off-topic,0,150,3,@ibexgirl thankfully Hurricane Waugh played it cool and waited this one out. Ready to go at any moment tho.
11,1434450282940,1,0,1,0,on-topic,181,120,2,Sandy be soooo mad that she be shattering our doors and shiet #HurricaneSandy
12,1434450282940,0,0,1,0,off-topic,0,88,49,@TheFatLadyRaps but you love me... And u ugg
13,1434450282940,0,0,1,0,off-topic,0,100,44,Checking the city here in Brooklyn  http://t.co/ESLzKZm7
14,1434450282941,0,0,1,0,off-topic,1,129,45,Holy shit it must be the end of the world when not even best buy is opening. Day offf
15,1434450282941,0,1,1,0,off-topic,0,88,46,just because you can't, doesn't mean i can't
16,1434450282941,0,0,1,0,off-topic,0,171,48,#SATstudyTime : WOW.. wish my boys found that earlier http://t.co/BmrBPwYv hurry before its unavailable Des Moines Register bwy
17,1434450282945,0,1,1,0,off-topic,4,118,36,@victoriaaa0x haha I was gonna say how can u not wanna stay with Martha ?!
18,1434450282945,0,0,1,0,off-topic,0,75,38,Yo ref his hand is outta bounds
19,1434450282945,0,0,1,0,off-topic,0,122,40,This is what it look like out my window  @ WeedTopia ! =} http://t.co/ca1HBCtc
20,1434450282946,0,0,1,0,off-topic,1,181,41,@Hayleyshammock shopping fun! ;)  it should be like this then start to gradually get worse..but will keep u up2date! @ see what goes on..
21,1434450282946,0,0,1,0,off-topic,0,87,42,I'm debating if I should take you homeeee .
22,1434450282946,1,0,1,0,on-topic,0,124,43,Emily's air mattress is our Noah's Ark. Two of every type (of boxed wine) #sandy
23,1434450282946,0,1,1,0,off-topic,0,117,29,No sooner then my last tweet did I receive this text http://t.co/X7sLiyzt
24,1434450283128,0,0,1,0,off-topic,182,152,30,@mike_cucci queen duck face    ((((I can't do dick face so tongue works too right?))))) http://t.co/UjGnXfiP
25,1434450283129,0,1,1,0,off-topic,1,134,31,Off to try to find a kids phone I have no idea why he wanted until now to look for it #huh
26,1434450283129,1,1,1,1,on-topic,0,89,32,One more shower before the power goes out lol
27,1434450283129,1,0,1,0,on-topic,0,166,34,Word to the wise, make sure you have cash on u in case of a prolonged power outage &amp; charge all ur phones, iPads, etc.
28,1434450283130,0,0,1,0,off-topic,1,174,35,#GottaAceMySATexam : OH LORD: wish my cousin found this previously http://t.co/umUM2hzE ya better get this #Top10FavoriteSongs kvb
29,1434450283130,1,1,1,1,on-topic,0,99,27,It's crazy out there, not gonna lie I'm kind of scared.
30,1434450283130,1,0,1,0,on-topic,0,123,28,@israilov1012 god bless them ! Lmao the wind calmed down a little so thats good
31,1434450283130,0,0,1,0,off-topic,0,110,23,Big Daddy Deco ready for this Halloween party http://t.co/grKxmXPV
32,1434450283130,0,0,1,0,off-topic,0,137,24,@MSLWILLSEE loll I don't know your twitter name anymore it doesn't popup when I type for name
33,1434450283131,0,0,1,0,off-topic,1,94,25,@lisanewmn I do it all the time. Don't hate me! :)
34,1434450283131,0,0,1,0,off-topic,0,96,20,@viamadison Thanks, babe. We all appreciate it. :) x
35,1434450283315,0,0,1,0,off-topic,184,72,21,I can't taste my damn food .
36,1434450283317,0,0,1,0,off-topic,2,113,18,@jennettemccurdy @noahmunck He's got that kinda spec ops rugged looks
37,1434450283318,1,1,1,1,on-topic,1,82,19,debating going home in prep for #sandy
38,1434450283318,0,1,1,0,off-topic,0,89,17,@NevaTRUST_Again I Dnt No If She Gonna Let Me
39,1434450283318,1,1,1,1,on-topic,0,118,14,@codyfinz my house is creeking... Does that mean she's trying to break in?
40,1434450283319,0,1,1,0,off-topic,1,152,15,My mom just found my little sister screaming out of her window in a random language to animals #onlymyfamily
41,1434450283319,1,1,1,1,on-topic,0,133,13,On that note, i pray that everyone stays safe, and keeps a positive attitude ! #godisgood
42,1434450283319,0,0,1,0,off-topic,0,113,10,@jaytee_96 you must be crazy! &amp; omg you tweeted something yay lol
43,1434450283319,0,0,1,0,off-topic,0,152,12,@eloreeeeeee need me to comeback and finish it since I was supposed to sleep over and then I woulda finished
44,1434450283319,0,0,1,0,off-topic,0,74,7,And that's it until the spring.
45,1434450283320,1,1,1,1,on-topic,1,133,8,I don't know how I'm getting back to Jersey since the trains and subways aren't running...
46,1434450283320,0,1,1,0,off-topic,0,124,9,@NaeemPeena We were asked to get off the plane, after checkin and boarding passes
47,1434450283320,0,0,1,0,off-topic,0,112,5,I'm at Mad River Bar &amp; Grille (New York, NY) http://t.co/VSiZrzKP
48,1434450283353,0,0,1,0,off-topic,33,137,4,@taos you never got that magnificent case of Burgundy I sent you to thank you for your tweets?
49,1434450283353,0,0,1,0,off-topic,0,93,1,I've got enough candles to supply a Mexican family
50,1434450283767,0,1,1,0,off-topic,414,129,97,@4SHOCinCity so far good, I'm part of emergency staff, I just happen to have day off!
51,1434450283768,1,1,1,1,on-topic,1,111,98,I dont even care about the power, I just want this storm to be over
52,1434450283768,1,0,1,0,on-topic,0,165,100,@stephennyr89 cause I seen people post pictures of flooding &amp; puddles .. Didnt know what was going on out there haha
53,1434450283768,1,0,1,0,on-topic,0,183,104,@jacquelinetweet we just happen to be surrounding a tray of vodka Kelly right now while sheltering in our building haha #hurricanefestival
